File,LineStart,LineEnd,Error
buffer_underrun_dynamic.c,115,116,"Possibly accessing array ""buf"" out of bounds at index -1. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,133,134,"Possibly accessing array ""buf"" out of bounds at index -1. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,149,150,"""buf"" may possibly be null"
buffer_underrun_dynamic.c,155,156,"Possibly accessing array ""buf"" out of bounds at index -1. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,161,162,Memory not deallocated: buf[0]
buffer_underrun_dynamic.c,178,179,"Possibly accessing array ""pbuf"" out of bounds at index -3. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,202,203,"Possibly accessing array ""sbuf"" out of bounds at index -1. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,222,223,"Possibly accessing array ""s"" out of bounds at index 5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,237,238,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,268,269,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,283,284,"Possibly accessing array ""buf"" out of bounds at index -1. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,303,304,"Possibly accessing array ""buf"" out of bounds at index -1. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,317,318,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,338,339,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,355,356,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,374,375,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,392,393,"Possibly accessing array ""p2"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,408,409,"Possibly accessing array ""p"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,427,428,"Possibly accessing array ""p"" out of bounds at index [-1...3]. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,439,440,"Possibly accessing array ""buf"" out of bounds at index -5. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,466,467,"Possibly accessing array ""buf"" out of bounds at index [-1...3]. Correct index(es): [0...4]"
buffer_underrun_dynamic.c,484,485,"Possibly accessing array ""p"" out of bounds at index -10. Correct index(es): 0"
buffer_underrun_dynamic.c,500,501,"Possibly accessing array ""p"" out of bounds at index -10. Correct index(es): [0...19]"
buffer_underrun_dynamic.c,510,522,Duplicated function: 'void dynamic_buffer_underrun_028 ( ) { int * buf1 = ( int * )...'
buffer_underrun_dynamic.c,517,518,"""buf1"" may possibly be null"
buffer_underrun_dynamic.c,519,520,"""buf2"" may possibly be null"
buffer_underrun_dynamic.c,519,520,"Possibly accessing array ""buf2"" out of bounds at index -4. Correct index(es): [0...2]"
buffer_underrun_dynamic.c,532,533,"Possibly accessing array ""buf"" out of bounds at index -1. Correct index(es): 0"
buffer_underrun_dynamic.c,551,552,"""doubleptr"" may possibly be null"
buffer_underrun_dynamic.c,559,560,"Possibly accessing array ""doubleptr[i]"" out of bounds at index [-1...8]. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,580,581,"Possibly accessing array ""ptr1"" out of bounds at index [-1...9]. Correct index(es): [0...11]"
buffer_underrun_dynamic.c,606,607,"Possibly accessing array ""ptr_s[i].arr"" out of bounds at index -1. Correct index(es): [0...51]"
buffer_underrun_dynamic.c,621,622,"Possibly accessing array ""message"" out of bounds at index [-2...-1]. Correct index(es): [0...11]"
buffer_underrun_dynamic.c,648,649,"Possibly accessing array ""srcbuf"" out of bounds at index -1. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,669,670,"""doubleptr"" may possibly be null"
buffer_underrun_dynamic.c,671,672,"Condition ""loc1 == 0"" always evaluates to true"
buffer_underrun_dynamic.c,674,675,"Possibly accessing array ""doubleptr"" out of bounds at index -1. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,676,677,"Condition ""loc2 == 0"" always evaluates to true"
buffer_underrun_dynamic.c,679,680,"Possibly accessing array ""doubleptr[0]"" out of bounds at index -1. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,701,702,"Possibly accessing array ""newTest"" out of bounds at index -10. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,721,722,"Possibly accessing array ""doubleptr"" out of bounds at index -10. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,730,731,Memory not deallocated: doubleptr[-10]
buffer_underrun_dynamic.c,751,752,"Possibly accessing array ""new_s"" out of bounds at index -1. Correct index(es): [0...9]"
buffer_underrun_dynamic.c,791,792,Value 40 is out of acceptable range: 'lower than 30'
buffer_underrun_dynamic.c,792,988,Duplicated function: 'void dynamic_buffer_underrun_main ( ) { if ( vflag == 1 ||...'
conflicting_cond.c,24,25,"Condition ""(a == 0) && (a == 1)"" always evaluates to false"
conflicting_cond.c,24,25,"Condition ""a == 1"" always evaluates to false"
conflicting_cond.c,43,44,"Condition ""(a < 5) && (10 < a)"" always evaluates to false"
conflicting_cond.c,43,44,"Condition ""10 < a"" always evaluates to false"
conflicting_cond.c,62,63,"Condition ""((0 < a) && (a < 2)) && ((8 < a) && (a < 10))"" always evaluates to false"
conflicting_cond.c,62,63,"Condition ""8 < a"" always evaluates to false"
conflicting_cond.c,83,84,"Condition ""10 < a"" always evaluates to false"
conflicting_cond.c,103,104,"Condition ""(a == 0) && (a == 1)"" always evaluates to false"
conflicting_cond.c,103,104,"Condition ""a == 1"" always evaluates to false"
conflicting_cond.c,118,119,"Condition ""(a == 0) && (a == 1)"" always evaluates to false"
conflicting_cond.c,118,119,"Condition ""a == 0"" always evaluates to true"
conflicting_cond.c,118,119,"Condition ""a == 1"" always evaluates to false"
conflicting_cond.c,137,138,"Condition ""(a == 0) && (a == 1)"" always evaluates to false"
conflicting_cond.c,137,138,"Condition ""a == 1"" always evaluates to false"
conflicting_cond.c,157,158,"Condition ""(a < 5) && (10 < a)"" always evaluates to false"
conflicting_cond.c,157,158,"Condition ""10 < a"" always evaluates to false"
conflicting_cond.c,177,178,"Condition ""((0 < a) && (a < 2)) && ((8 < a) && (a < 10))"" always evaluates to false"
conflicting_cond.c,177,178,"Condition ""8 < a"" always evaluates to false"
conflicting_cond.c,199,200,"Condition ""(a == 0) && (a == 1)"" always evaluates to false"
conflicting_cond.c,199,200,"Condition ""a == 1"" always evaluates to false"
conflicting_cond.c,210,260,Duplicated function: 'void conflicting_cond_main ( ) { if ( vflag == 1 || vflag ==...'
data_lost.c,266,361,Duplicated function: 'void data_lost_main ( ) { if ( vflag == 1 || vflag == 888 ) {...'
data_overflow.c,360,485,Duplicated function: 'void data_overflow_main ( ) { if ( vflag == 1 || vflag == 888...'
data_underflow.c,181,241,Duplicated function: 'void data_underflow_main ( ) { if ( vflag == 1 || vflag ==...'
dead_code.c,39,40,"Condition ""flag"" always evaluates to false"
dead_code.c,60,61,"Condition ""dead_code_003_func_001()"" always evaluates to false"
dead_code.c,98,99,"Condition ""flag > 0"" always evaluates to false"
dead_code.c,115,116,"Condition ""flag == 0"" always evaluates to false"
dead_code.c,132,133,"Condition ""i > 1"" always evaluates to false"
dead_code.c,167,168,"Condition ""flag"" always evaluates to false"
dead_code.c,189,190,"Condition ""dead_code_010_func_001()"" always evaluates to false"
dead_code.c,229,230,"Condition ""flag > 0"" always evaluates to false"
dead_code.c,247,248,"Condition ""flag == 0"" always evaluates to false"
dead_code.c,262,327,Duplicated function: 'void dead_code_main ( ) { if ( vflag == 1 || vflag == 888 ) {...'
dead_lock.c,34,56,Duplicated function: 'void * dead_lock_001_tsk_001 ( void * pram ) { # if ! defined...'
dead_lock.c,44,45,"Possible deadlock - acquiring locks ""dead_lock_001_glb_mutexB"", ""dead_lock_001_glb_mutexA"" in different orders"
dead_lock.c,147,167,Duplicated function: 'void * dead_lock_002_tsk_001 ( void * pram ) { # if ! defined...'
dead_lock.c,156,157,"Possible deadlock - acquiring locks ""dead_lock_002_glb_mutexC"", ""dead_lock_002_glb_mutexB"", ""dead_lock_002_glb_mutexA"" in different orders"
dead_lock.c,170,190,Duplicated function: 'void * dead_lock_002_tsk_002 ( void * pram ) { # if ! defined...'
dead_lock.c,202,203,"Possible deadlock - acquiring locks ""dead_lock_002_glb_mutexA"", ""dead_lock_002_glb_mutexC"" in different orders"
dead_lock.c,216,236,Duplicated function: 'void dead_lock_002 ( ) { pthread_t tid1 ; pthread_t tid2 ;...'
dead_lock.c,297,339,Duplicated function: 'void * dead_lock_003_tsk_001 ( void * pram ) { # if ! defined...'
dead_lock.c,308,309,"Possible deadlock - acquiring locks ""*dead_lock_003_glb_mutexB"", ""*dead_lock_003_glb_mutexA"" in different orders"
dead_lock.c,387,404,Duplicated function: 'void dead_lock_003 ( ) { pthread_t tid1 ; pthread_t tid2 ;...'
dead_lock.c,454,496,Duplicated function: 'void * dead_lock_004_tsk_001 ( void * pram ) { # if ! defined...'
dead_lock.c,465,466,"Possible deadlock - acquiring locks ""*dead_lock_004_glb_mutexB"", ""*dead_lock_004_glb_mutexA"" in different orders"
dead_lock.c,473,474,"Possible deadlock - acquiring locks ""*dead_lock_004_glb_mutexC"", ""*dead_lock_004_glb_mutexA"" in different orders"
dead_lock.c,546,563,Duplicated function: 'void dead_lock_004 ( ) { pthread_t tid1 ; pthread_t tid2 ;...'
dead_lock.c,611,612,"Possible deadlock - acquiring locks ""*dead_lock_005_glb_mutexB"", ""*dead_lock_005_glb_mutexA"" in different orders"
dead_lock.c,734,759,Duplicated function: 'void dead_lock_main ( ) { if ( vflag == 1 || vflag == 888 ) {...'
deletion_of_data_structure_sentinel.c,26,27,"""foo"" may possibly be null"
double_free.c,22,23,"Usage of freed resource ""ptr"""
double_free.c,37,38,"""ptr"" may possibly be null"
double_free.c,43,44,"Usage of freed resource ""ptr"""
double_free.c,58,59,"""ptr"" may possibly be null"
double_free.c,64,65,"Usage of freed resource ""ptr"""
double_free.c,78,79,"""ptr"" may possibly be null"
double_free.c,87,88,"Usage of freed resource ""ptr"""
double_free.c,88,89,Memory not deallocated: ptr
double_free.c,101,102,"Usage of freed resource ""ptr"""
double_free.c,115,116,"Usage of freed resource ""ptr"""
double_free.c,128,129,"Condition ""flag >= 0"" always evaluates to true"
double_free.c,131,132,"Usage of freed resource ""ptr"""
double_free.c,149,150,"Usage of freed resource ""double_free_function_008_gbl_ptr"""
double_free.c,168,169,"Usage of freed resource ""ptr"""
double_free.c,184,185,"Usage of freed resource ""ptr"""
double_free.c,187,188,"Usage of freed resource ""ptr"""
double_free.c,203,204,"Condition ""flag == 1"" always evaluates to true"
double_free.c,204,205,"Usage of freed resource ""ptr"""
double_free.c,222,223,"Usage of freed resource ""ptr"""
double_free.c,232,293,Duplicated function: 'void double_free_main ( ) { if ( vflag == 1 || vflag == 888 )...'
double_lock.c,42,43,Lock acquired twice: double_lock_001_glb_mutex
double_lock.c,49,50,Unreleased lock: double_lock_001_glb_mutex
double_lock.c,93,94,Lock acquired twice: double_lock_002_glb_mutex
double_lock.c,98,99,Unreleased lock: double_lock_002_glb_mutex
double_lock.c,140,141,Lock acquired twice: double_lock_003_glb_mutex
double_lock.c,157,158,Unreleased lock: double_lock_003_glb_mutex
double_lock.c,201,202,Unreleased lock: double_lock_004_glb_mutex1
double_lock.c,215,216,Unreleased lock: double_lock_004_glb_mutex1
double_release.c,52,52,Loop does not contain terminate point
double_release.c,103,103,Loop does not contain terminate point
double_release.c,149,149,Loop does not contain terminate point
double_release.c,194,194,Loop does not contain terminate point
double_release.c,243,243,Loop does not contain terminate point
double_release.c,290,290,Loop does not contain terminate point
double_release.c,304,335,Duplicated function: 'void double_release_main ( ) { if ( vflag == 1 || vflag ==...'
endless_loop.c,22,22,Loop does not contain terminate point
endless_loop.c,39,40,"Condition ""i < 10"" always evaluates to true"
endless_loop.c,55,55,Loop does not contain terminate point
endless_loop.c,72,73,"Condition ""flag"" always evaluates to true"
endless_loop.c,93,94,"Condition ""endless_loop_005_func_001()"" always evaluates to true"
endless_loop.c,131,132,"Condition ""flag > 0"" always evaluates to true"
endless_loop.c,164,164,Loop does not contain terminate point
endless_loop.c,179,224,Duplicated function: 'void endless_loop_main ( ) { if ( vflag == 1 || vflag == 888...'
endless_loop.c,185,186,"Condition ""vflag == 888"" always evaluates to false"
endless_loop.c,190,191,"Condition ""vflag == 888"" always evaluates to false"
endless_loop.c,195,196,"Condition ""vflag == 888"" always evaluates to false"
endless_loop.c,200,201,"Condition ""vflag == 888"" always evaluates to false"
free_nondynamically_allocated_memory.c,22,23,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,35,36,"Condition ""flag > 0"" always evaluates to true"
free_nondynamically_allocated_memory.c,36,37,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,48,49,"Invalid resource freeing: ""free_nondynamic_allocated_memory_003_gbl_ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,62,63,"Invalid resource freeing: ""ptr"" points to a local variable"
free_nondynamically_allocated_memory.c,82,83,"""*pbuf[0], buf1"" may possibly be null"
free_nondynamically_allocated_memory.c,82,83,"""*pbuf[1], buf2"" may possibly be null"
free_nondynamically_allocated_memory.c,82,83,"""*pbuf[1], buf2"" may possibly be null"
free_nondynamically_allocated_memory.c,86,87,"Invalid resource freeing: ""pbuf"" points to a local variable"
free_nondynamically_allocated_memory.c,103,104,"Invalid resource freeing: ""ptr4"" points to a local variable"
free_nondynamically_allocated_memory.c,114,114,Loop does not contain terminate point
free_nondynamically_allocated_memory.c,115,116,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,115,116,"Usage of freed resource ""ptr"""
free_nondynamically_allocated_memory.c,127,128,"Condition ""a > b"" always evaluates to true"
free_nondynamically_allocated_memory.c,128,129,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,128,129,"Usage of freed resource ""ptr"""
free_nondynamically_allocated_memory.c,140,141,"Condition ""a < b"" always evaluates to true"
free_nondynamically_allocated_memory.c,141,142,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,141,142,"Usage of freed resource ""ptr"""
free_nondynamically_allocated_memory.c,155,156,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,170,171,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,187,188,"Invalid resource freeing: ""ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,208,209,"""new_struct"" may possibly be null"
free_nondynamically_allocated_memory.c,209,210,"Invalid resource freeing: ""new_struct->next"" points to a local variable"
free_nondynamically_allocated_memory.c,229,230,"Invalid resource freeing: ""free_nondynamic_allocated_memory_str"" points to a local variable"
free_nondynamically_allocated_memory.c,239,240,"Invalid resource freeing: ""free_nondynamic_allocated_memory_015_gbl_ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,262,263,"Invalid resource freeing: ""free_nondynamic_allocated_memory_016_gbl_ptr"" represents a string literal"
free_nondynamically_allocated_memory.c,278,358,Duplicated function: 'void free_nondynamic_allocated_memory_main ( ) { if ( vflag...'
free_null_pointer.c,34,35,"Condition ""a > 0"" always evaluates to true"
free_null_pointer.c,74,75,"""fptr"" may possibly be null"
free_null_pointer.c,109,110,"""free_null_pointer_005_gbl_ptr"" may possibly be null"
free_null_pointer.c,109,110,"""free_null_pointer_005_gbl_ptr"" may possibly be null"
free_null_pointer.c,140,141,"Condition ""free_null_pointer_006_func_001(...) == 0"" always evaluates to true"
free_null_pointer.c,144,145,"""s"" may possibly be null"
free_null_pointer.c,171,186,"Duplicated function: 'void free_null_pointer_007_func_002 ( ) { int i , j ;...'"
free_null_pointer.c,177,178,"""free_null_pointer_007_gbl_doubleptr"" may possibly be null"
free_null_pointer.c,213,214,"Condition ""free_null_pointer_007_func_001(...) != 0"" always evaluates to false"
free_null_pointer.c,241,242,"""str1"" may possibly be null"
free_null_pointer.c,241,242,"""str1"" may possibly be null"
free_null_pointer.c,275,276,"""free_null_pointer_009dst"" may possibly be null"
free_null_pointer.c,320,321,"Usage of not zero-terminated string: ""src[i]"" is uninitialized"
free_null_pointer.c,439,463,"Duplicated function: 'void free_null_pointer_012 ( ) { double * ptr = NULL , a ;...'"
free_null_pointer.c,443,444,"Condition ""free_null_pointer_012_func_001(...) == 0"" always evaluates to false"
free_null_pointer.c,443,444,"Condition ""free_null_pointer_012_func_001(1) == ZERO && MA"" always evaluates to false"
free_null_pointer.c,449,450,"Condition ""free_null_pointer_012_func_001(...) == 0"" always evaluates to true"
free_null_pointer.c,449,450,"Condition ""free_null_pointer_012_func_001(0) == ZERO && MA"" always evaluates to true"
free_null_pointer.c,451,452,"Condition ""flag == 10"" always evaluates to true"
free_null_pointer.c,452,453,"""ptr"" may possibly be null"
free_null_pointer.c,470,493,Duplicated function: 'void free_null_pointer_013 ( ) { double * fptr ; double * *...'
free_null_pointer.c,479,480,"Condition ""i >= 10"" always evaluates to false"
free_null_pointer.c,479,480,"Condition ""i>=10 && i<=100"" always evaluates to false"
free_null_pointer.c,483,484,"""fptr"" may possibly be null"
free_null_pointer.c,486,487,"Condition ""i >= 0"" always evaluates to true"
free_null_pointer.c,512,513,"Condition ""i < 1"" always evaluates to false"
free_null_pointer.c,542,543,"Condition ""i < 1"" always evaluates to false"
free_null_pointer.c,569,639,Duplicated function: 'void free_null_pointer_main ( ) { if ( vflag == 1 || vflag ==...'
func_pointer.c,101,102,"""str_rev"" may possibly be null"
func_pointer.c,103,104,"""str_rev"" may possibly be null"
func_pointer.c,117,118,"Condition ""j <= 1"" always evaluates to true"
func_pointer.c,151,152,"""doubleptr"" may possibly be null"
func_pointer.c,168,169,"Condition ""func_pointer_005_func_001(...) == 0"" always evaluates to true"
func_pointer.c,210,211,"""doubleptr"" may possibly be null"
func_pointer.c,251,252,"Condition ""func_pointer_006_func_001(...) == 0"" always evaluates to true"
func_pointer.c,338,339,"""u"" may possibly be null"
func_pointer.c,395,396,"""str_rev"" may possibly be null"
func_pointer.c,397,398,"""str_rev"" may possibly be null"
func_pointer.c,411,412,"Condition ""j <= 1"" always evaluates to true"
func_pointer.c,430,447,Duplicated function: 'int ( * func_pointer_012_func_001 ( ) ) [ 4 ] { int ( * p ) [...'
func_pointer.c,438,439,"""p"" may possibly be null"
func_pointer.c,481,482,"Condition ""flag == 1"" always evaluates to true"
func_pointer.c,526,527,"Condition ""flag == 1"" always evaluates to true"
func_pointer.c,535,536,"Condition ""flag == 1"" always evaluates to true"
func_pointer.c,601,602,"""st1"" may possibly be null"
func_pointer.c,616,692,Duplicated function: 'void func_pointer_main ( ) { if ( vflag == 1 || vflag == 888...'
func_pointer.c,622,623,"Condition ""vflag == 888"" always evaluates to false"
func_pointer.c,627,628,"Condition ""vflag == 888"" always evaluates to false"
func_pointer.c,632,633,"Condition ""vflag == 888"" always evaluates to false"
func_pointer.c,637,638,"Condition ""vflag == 888"" always evaluates to false"
function_return_value_unchecked.c,70,71,"Condition ""a > 0.0"" always evaluates to false"
function_return_value_unchecked.c,88,89,"Condition ""a != 0"" always evaluates to false"
function_return_value_unchecked.c,114,143,Duplicated function: 'void function_return_value_unchecked_004 ( ) {...'
function_return_value_unchecked.c,183,203,Duplicated function: 'float ( * function_return_value_unchecked_006_func_001 ( ) )...'
function_return_value_unchecked.c,277,278,"Condition ""a == 20"" always evaluates to false"
function_return_value_unchecked.c,282,283,"Condition ""b != 2"" always evaluates to false"
function_return_value_unchecked.c,287,288,"Condition ""c > 0"" always evaluates to false"
function_return_value_unchecked.c,289,289,"Do not use ""=="" or ""!="" to test floating-point expression"
function_return_value_unchecked.c,362,363,"Condition ""function_return_value_unchecked_013_func_001()"" always evaluates to true"
function_return_value_unchecked.c,433,433,"Do not use ""=="" or ""!="" to test floating-point expression"
function_return_value_unchecked.c,444,524,Duplicated function: 'void function_return_value_unchecked_main ( ) { if ( vflag ==...'
improper_termination_of_block.c,22,23,"Condition ""condition == 0"" always evaluates to true"
improper_termination_of_block.c,38,39,"Condition ""condition == 0"" always evaluates to true"
improper_termination_of_block.c,67,68,"Condition ""x < 10"" always evaluates to true"
invalid_extern.c,67,99,Duplicated function: 'void invalid_extern_main ( ) { if ( vflag == 1 || vflag ==...'
invalid_memory_access.c,33,34,"Condition ""flag == 10"" always evaluates to true"
invalid_memory_access.c,37,38,"Condition ""flag == 10"" always evaluates to true"
invalid_memory_access.c,39,40,"Condition ""flag == 10"" always evaluates to true"
invalid_memory_access.c,44,45,"Condition ""flag == 10"" always evaluates to true"
invalid_memory_access.c,45,46,"""ptr"" may possibly be null"
invalid_memory_access.c,45,46,"""ptr"" may possibly be null"
invalid_memory_access.c,45,46,"Usage of freed resource ""ptr"""
invalid_memory_access.c,67,68,"""dptr"" may possibly be null"
invalid_memory_access.c,67,68,"""dptr"" may possibly be null"
invalid_memory_access.c,84,85,"Usage of freed resource ""dptr"""
invalid_memory_access.c,85,86,"""a"" is used prior to initialization"
invalid_memory_access.c,105,106,"Usage of freed resource ""buf"""
invalid_memory_access.c,133,134,"Usage of freed resource ""buf"""
invalid_memory_access.c,147,148,"""ptr"" is used prior to initialization"
invalid_memory_access.c,181,182,"""*pbuf[0], buf1"" may possibly be null"
invalid_memory_access.c,188,189,"""*pbuf[1], buf2"" may possibly be null"
invalid_memory_access.c,188,189,"Usage of freed resource ""*pbuf[1], buf2"""
invalid_memory_access.c,201,202,"""ptr"" may possibly be null"
invalid_memory_access.c,210,211,"Usage of freed resource ""ptr"""
invalid_memory_access.c,224,225,"Usage of freed resource ""buf"""
invalid_memory_access.c,265,266,"""p->s1, u->s1"" may possibly be null"
invalid_memory_access.c,265,266,"""p->s1, u->s1"" may possibly be null"
invalid_memory_access.c,265,266,"""p->s1->a, u->s1->a"" may possibly be null"
invalid_memory_access.c,270,271,"Usage of freed resource ""p"""
invalid_memory_access.c,291,292,"""ptr1"" may possibly be null"
invalid_memory_access.c,294,295,"Usage of freed resource ""ptr1"""
invalid_memory_access.c,320,321,"Possibly accessing array ""ptr"" out of bounds at index >= 4. Correct index(es): [0...3]"
invalid_memory_access.c,371,372,"""s"" may possibly be null"
