File,LineStart,LineEnd,Error
race_condition.c,91,91,Dangerous Functions
uninit_memory_access.c,339,339,Dangerous Functions
uninit_memory_access.c,369,369,Dangerous Functions
uninit_memory_access.c,435,435,Dangerous Functions
buffer_underrun_dynamic.c,653,653,Dangerous Functions
deletion_of_data_structure_sentinel.c,41,41,Dangerous Functions
free_null_pointer.c,108,108,Dangerous Functions
free_null_pointer.c,109,109,Dangerous Functions
free_null_pointer.c,146,146,Dangerous Functions
free_null_pointer.c,240,240,Dangerous Functions
free_null_pointer.c,241,241,Dangerous Functions
free_null_pointer.c,275,275,Dangerous Functions
free_null_pointer.c,320,320,Dangerous Functions
func_pointer.c,97,97,Dangerous Functions
func_pointer.c,391,391,Dangerous Functions
function_return_value_unchecked.c,108,108,Dangerous Functions
function_return_value_unchecked.c,334,334,Dangerous Functions
invalid_memory_access.c,102,102,Dangerous Functions
invalid_memory_access.c,205,205,Dangerous Functions
invalid_memory_access.c,210,210,Dangerous Functions
invalid_memory_access.c,505,505,Dangerous Functions
invalid_memory_access.c,560,560,Dangerous Functions
invalid_memory_access.c,568,568,Dangerous Functions
invalid_memory_access.c,611,611,Dangerous Functions
invalid_memory_access.c,622,622,Dangerous Functions
memory_allocation_failure.c,495,495,Dangerous Functions
memory_allocation_failure.c,577,577,Dangerous Functions
memory_leak.c,72,72,Dangerous Functions
memory_leak.c,73,73,Dangerous Functions
memory_leak.c,96,96,Dangerous Functions
memory_leak.c,270,270,Dangerous Functions
memory_leak.c,399,399,Dangerous Functions
memory_leak.c,402,402,Dangerous Functions
memory_leak.c,423,423,Dangerous Functions
memory_leak.c,424,424,Dangerous Functions
memory_leak.c,517,517,Dangerous Functions
null_pointer.c,237,237,Dangerous Functions
null_pointer.c,238,238,Dangerous Functions
null_pointer.c,334,334,Dangerous Functions
st_cross_thread_access.c,335,335,Dangerous Functions
st_underrun.c,23,23,Dangerous Functions
st_underrun.c,24,24,Dangerous Functions
st_underrun.c,50,50,Dangerous Functions
st_underrun.c,61,61,Dangerous Functions
st_underrun.c,80,80,Dangerous Functions
st_underrun.c,85,85,Dangerous Functions
st_underrun.c,115,115,Dangerous Functions
st_underrun.c,122,122,Dangerous Functions
st_underrun.c,169,169,Dangerous Functions
st_underrun.c,191,191,Dangerous Functions
st_underrun.c,204,204,Dangerous Functions
st_underrun.c,225,225,Dangerous Functions
uninit_memory_access.c,54,54,Dangerous Functions
uninit_pointer.c,187,187,Dangerous Functions
uninit_pointer.c,385,385,Dangerous Functions
uninit_pointer.c,406,406,Dangerous Functions
uninit_var.c,142,142,Dangerous Functions
unlock_without_lock.c,394,394,Dangerous Functions
wrong_arguments_func_pointer.c,213,213,Dangerous Functions
wrong_arguments_func_pointer.c,214,214,Dangerous Functions
wrong_arguments_func_pointer.c,382,382,Dangerous Functions
wrong_arguments_func_pointer.c,439,439,Dangerous Functions
wrong_arguments_func_pointer.c,478,478,Dangerous Functions
main.c,22,22,Dangerous Functions
memory_leak.c,64,64,Memory Leak
memory_leak.c,392,392,Memory Leak
memory_leak.c,417,417,Memory Leak
wrong_arguments_func_pointer.c,371,371,Memory Leak
zero_division.c,235,235,Memory Leak
buffer_overrun_dynamic.c,244,244,Memory Leak
buffer_overrun_dynamic.c,274,274,Memory Leak
buffer_overrun_dynamic.c,295,295,Memory Leak
buffer_overrun_dynamic.c,344,344,Memory Leak
buffer_overrun_dynamic.c,361,361,Memory Leak
buffer_overrun_dynamic.c,529,529,Memory Leak
buffer_overrun_dynamic.c,573,573,Memory Leak
buffer_underrun_dynamic.c,247,247,Memory Leak
buffer_underrun_dynamic.c,279,279,Memory Leak
buffer_underrun_dynamic.c,300,300,Memory Leak
buffer_underrun_dynamic.c,349,349,Memory Leak
buffer_underrun_dynamic.c,366,366,Memory Leak
buffer_underrun_dynamic.c,529,529,Memory Leak
buffer_underrun_dynamic.c,573,573,Memory Leak
buffer_underrun_dynamic.c,666,666,Memory Leak
buffer_underrun_dynamic.c,669,669,Memory Leak
free_null_pointer.c,53,53,Memory Leak
free_null_pointer.c,69,69,Memory Leak
free_null_pointer.c,173,173,Memory Leak
free_null_pointer.c,177,177,Memory Leak
free_null_pointer.c,481,481,Memory Leak
func_pointer.c,98,98,Memory Leak
func_pointer.c,147,147,Memory Leak
func_pointer.c,151,151,Memory Leak
func_pointer.c,206,206,Memory Leak
func_pointer.c,210,210,Memory Leak
func_pointer.c,392,392,Memory Leak
func_pointer.c,600,600,Memory Leak
invalid_memory_access.c,123,123,Memory Leak
invalid_memory_access.c,262,262,Memory Leak
memory_allocation_failure.c,42,42,Memory Leak
memory_allocation_failure.c,182,182,Memory Leak
memory_allocation_failure.c,220,220,Memory Leak
memory_allocation_failure.c,258,258,Memory Leak
memory_allocation_failure.c,282,282,Memory Leak
memory_allocation_failure.c,321,321,Memory Leak
memory_allocation_failure.c,385,385,Memory Leak
memory_allocation_failure.c,386,386,Memory Leak
memory_allocation_failure.c,387,387,Memory Leak
memory_allocation_failure.c,642,642,Memory Leak
memory_leak.c,25,25,Memory Leak
memory_leak.c,94,94,Memory Leak
memory_leak.c,212,212,Memory Leak
memory_leak.c,228,228,Memory Leak
memory_leak.c,245,245,Memory Leak
memory_leak.c,267,267,Memory Leak
memory_leak.c,308,308,Memory Leak
memory_leak.c,348,348,Memory Leak
memory_leak.c,349,349,Memory Leak
memory_leak.c,373,373,Memory Leak
memory_leak.c,445,445,Memory Leak
memory_leak.c,449,449,Memory Leak
null_pointer.c,260,260,Memory Leak
null_pointer.c,264,264,Memory Leak
uninit_memory_access.c,125,125,Memory Leak
uninit_memory_access.c,192,192,Memory Leak
uninit_pointer.c,215,215,Memory Leak
wrong_arguments_func_pointer.c,221,221,Memory Leak
wrong_arguments_func_pointer.c,349,349,Memory Leak
wrong_arguments_func_pointer.c,592,592,Memory Leak
data_lost.c,22,22,Type Conversion Error
sign_conv.c,23,23,Type Conversion Error
data_lost.c,94,94,Type Conversion Error
data_lost.c,34,34,Type Conversion Error
data_lost.c,46,46,Type Conversion Error
data_lost.c,158,158,Type Conversion Error
data_lost.c,209,209,Type Conversion Error
data_lost.c,240,240,Type Conversion Error
data_lost.c,256,256,Type Conversion Error
sign_conv.c,35,35,Type Conversion Error
data_lost.c,106,106,Type Conversion Error
data_lost.c,118,118,Type Conversion Error
bit_shift.c,47,47,Type Conversion Error
data_overflow.c,98,98,Type Conversion Error
data_underflow.c,34,34,Type Conversion Error
sign_conv.c,47,47,Type Conversion Error
sign_conv.c,96,96,Type Conversion Error
sign_conv.c,151,151,Type Conversion Error
sign_conv.c,168,168,Type Conversion Error
sign_conv.c,180,180,Type Conversion Error
sign_conv.c,192,192,Type Conversion Error
sign_conv.c,247,247,Type Conversion Error
sign_conv.c,263,263,Type Conversion Error
bit_shift.c,59,59,Type Conversion Error
data_overflow.c,110,110,Type Conversion Error
sign_conv.c,108,108,Type Conversion Error
sign_conv.c,59,59,Type Conversion Error
sign_conv.c,83,83,Type Conversion Error
sign_conv.c,95,95,Type Conversion Error
sign_conv.c,167,167,Type Conversion Error
sign_conv.c,217,217,Type Conversion Error
sign_conv.c,246,246,Type Conversion Error
sign_conv.c,262,262,Type Conversion Error
sign_conv.c,107,107,Type Conversion Error
data_lost.c,94,94,Integer Overflow
sign_conv.c,71,71,Integer Overflow
data_lost.c,22,22,Integer Overflow
sign_conv.c,23,23,Integer Overflow
data_lost.c,106,106,Integer Overflow
data_lost.c,118,118,Integer Overflow
sign_conv.c,83,83,Integer Overflow
data_lost.c,34,34,Integer Overflow
data_lost.c,46,46,Integer Overflow
data_lost.c,145,145,Integer Overflow
data_lost.c,198,198,Integer Overflow
data_lost.c,209,209,Integer Overflow
data_lost.c,226,226,Integer Overflow
data_lost.c,240,240,Integer Overflow
data_lost.c,256,256,Integer Overflow
sign_conv.c,35,35,Integer Overflow
data_overflow.c,97,97,Integer Overflow
sign_conv.c,47,47,Integer Overflow
sign_conv.c,95,95,Integer Overflow
sign_conv.c,150,150,Integer Overflow
sign_conv.c,207,207,Integer Overflow
sign_conv.c,217,217,Integer Overflow
sign_conv.c,246,246,Integer Overflow
sign_conv.c,262,262,Integer Overflow
data_overflow.c,154,154,Integer Overflow
data_underflow.c,47,47,Integer Overflow
data_overflow.c,73,73,Integer Overflow
data_overflow.c,25,25,Integer Overflow
data_underflow.c,124,124,Integer Overflow
data_overflow.c,85,85,Integer Overflow
data_lost.c,170,170,Integer Overflow
data_lost.c,182,182,Integer Overflow
data_overflow.c,37,37,Integer Overflow
data_underflow.c,33,33,Integer Overflow
sign_conv.c,179,179,Integer Overflow
sign_conv.c,191,191,Integer Overflow
data_overflow.c,49,49,Integer Overflow
data_overflow.c,166,166,Integer Overflow
data_overflow.c,178,178,Integer Overflow
data_overflow.c,191,191,Integer Overflow
data_overflow.c,217,217,Integer Overflow
data_overflow.c,229,229,Integer Overflow
data_overflow.c,246,246,Integer Overflow
data_overflow.c,258,258,Integer Overflow
data_overflow.c,276,276,Integer Overflow
data_overflow.c,291,291,Integer Overflow
data_overflow.c,308,308,Integer Overflow
data_overflow.c,319,319,Integer Overflow
data_underflow.c,21,21,Integer Overflow
data_underflow.c,59,59,Integer Overflow
data_underflow.c,71,71,Integer Overflow
data_underflow.c,82,82,Integer Overflow
data_underflow.c,141,141,Integer Overflow
data_underflow.c,153,153,Integer Overflow
data_overflow.c,61,61,Integer Overflow
double_free.c,20,22,Double Free
double_free.c,40,43,Double Free
double_free.c,61,64,Double Free
double_free.c,83,87,Double Free
double_free.c,98,101,Double Free
double_free.c,113,115,Double Free
double_free.c,129,131,Double Free
double_free.c,141,149,Double Free
double_free.c,165,168,Double Free
free_nondynamically_allocated_memory.c,209,210,Double Free
invalid_memory_access.c,268,269,Double Free
invalid_memory_access.c,267,268,Double Free
invalid_memory_access.c,267,269,Double Free
memory_allocation_failure.c,400,401,Double Free
memory_allocation_failure.c,399,400,Double Free
memory_allocation_failure.c,399,401,Double Free
memory_leak.c,355,356,Double Free
zero_division.c,34,34,Divide By Zero
zero_division.c,23,23,Divide By Zero
zero_division.c,47,47,Divide By Zero
zero_division.c,78,78,Divide By Zero
zero_division.c,118,118,Divide By Zero
zero_division.c,141,141,Divide By Zero
zero_division.c,166,166,Divide By Zero
zero_division.c,178,178,Divide By Zero
zero_division.c,195,195,Divide By Zero
zero_division.c,206,206,Divide By Zero
zero_division.c,225,225,Divide By Zero
zero_division.c,129,129,Divide By Zero
zero_division.c,153,154,Divide By Zero
zero_division.c,85,154,Divide By Zero
zero_division.c,85,93,Divide By Zero
double_free.c,20,22,Use After Free
double_free.c,83,87,Use After Free
double_free.c,98,101,Use After Free
double_free.c,113,115,Use After Free
double_free.c,129,131,Use After Free
double_free.c,141,149,Use After Free
invalid_memory_access.c,41,45,Use After Free
invalid_memory_access.c,76,84,Use After Free
invalid_memory_access.c,103,102,Use After Free
invalid_memory_access.c,128,133,Use After Free
invalid_memory_access.c,184,188,Use After Free
invalid_memory_access.c,209,210,Use After Free
invalid_memory_access.c,223,224,Use After Free
invalid_memory_access.c,293,294,Use After Free
invalid_memory_access.c,586,568,Use After Free
invalid_memory_access.c,616,622,Use After Free
free_nondynamically_allocated_memory.c,206,206,Wrong Memory Allocation
free_null_pointer.c,514,514,Wrong Memory Allocation
invalid_memory_access.c,260,260,Wrong Memory Allocation
memory_allocation_failure.c,386,386,Wrong Memory Allocation
memory_leak.c,346,346,Wrong Memory Allocation
memory_leak.c,349,349,Wrong Memory Allocation
pow_related_errors.c,151,151,Wrong Memory Allocation
pow_related_errors.c,152,152,Wrong Memory Allocation
buffer_overrun_dynamic.c,329,334,MemoryFree on StackVariable
buffer_underrun_dynamic.c,334,339,MemoryFree on StackVariable
buffer_underrun_dynamic.c,695,702,MemoryFree on StackVariable
free_nondynamically_allocated_memory.c,74,86,MemoryFree on StackVariable
free_nondynamically_allocated_memory.c,207,209,MemoryFree on StackVariable
free_nondynamically_allocated_memory.c,227,229,MemoryFree on StackVariable
free_null_pointer.c,344,337,MemoryFree on StackVariable
invalid_memory_access.c,286,293,MemoryFree on StackVariable
invalid_memory_access.c,304,315,MemoryFree on StackVariable
double_free.c,81,81,Weak Randomness Biased Random Sample
double_free.c,86,86,Weak Randomness Biased Random Sample
data_lost.c,82,82,Float Overflow
uninit_pointer.c,151,152,Use of Uninitialized Variable
uninit_var.c,21,23,Use of Uninitialized Variable
return_local.c,19,19,Buffer Overflow AddressOfLocalVarReturned
function_return_value_unchecked.c,334,334,Unchecked Return Value
memory_allocation_failure.c,262,262,Unchecked Return Value
sleep_lock.c,112,112,Unchecked Return Value
sleep_lock.c,130,130,Unchecked Return Value
uninit_memory_access.c,313,313,Unchecked Return Value
buffer_overrun_dynamic.c,146,146,Unchecked Return Value
buffer_overrun_dynamic.c,551,551,Unchecked Return Value
buffer_underrun_dynamic.c,149,149,Unchecked Return Value
buffer_underrun_dynamic.c,551,551,Unchecked Return Value
buffer_underrun_dynamic.c,669,669,Unchecked Return Value
deletion_of_data_structure_sentinel.c,23,23,Unchecked Return Value
double_free.c,146,146,Unchecked Return Value
free_null_pointer.c,53,53,Unchecked Return Value
free_null_pointer.c,102,102,Unchecked Return Value
free_null_pointer.c,173,173,Unchecked Return Value
free_null_pointer.c,177,177,Unchecked Return Value
free_null_pointer.c,231,231,Unchecked Return Value
free_null_pointer.c,259,259,Unchecked Return Value
free_null_pointer.c,262,262,Unchecked Return Value
free_null_pointer.c,306,306,Unchecked Return Value
free_null_pointer.c,309,309,Unchecked Return Value
free_null_pointer.c,369,369,Unchecked Return Value
free_null_pointer.c,375,375,Unchecked Return Value
free_null_pointer.c,381,381,Unchecked Return Value
free_null_pointer.c,445,445,Unchecked Return Value
free_null_pointer.c,481,481,Unchecked Return Value
free_null_pointer.c,514,514,Unchecked Return Value
free_null_pointer.c,515,515,Unchecked Return Value
free_null_pointer.c,516,516,Unchecked Return Value
free_null_pointer.c,517,517,Unchecked Return Value
func_pointer.c,98,98,Unchecked Return Value
func_pointer.c,147,147,Unchecked Return Value
func_pointer.c,151,151,Unchecked Return Value
func_pointer.c,206,206,Unchecked Return Value
func_pointer.c,210,210,Unchecked Return Value
func_pointer.c,337,337,Unchecked Return Value
func_pointer.c,392,392,Unchecked Return Value
func_pointer.c,600,600,Unchecked Return Value
invalid_memory_access.c,62,62,Unchecked Return Value
invalid_memory_access.c,201,201,Unchecked Return Value
invalid_memory_access.c,262,262,Unchecked Return Value
memory_allocation_failure.c,282,282,Unchecked Return Value
memory_allocation_failure.c,386,386,Unchecked Return Value
memory_allocation_failure.c,387,387,Unchecked Return Value
memory_allocation_failure.c,478,478,Unchecked Return Value
memory_allocation_failure.c,482,482,Unchecked Return Value
memory_allocation_failure.c,487,487,Unchecked Return Value
memory_allocation_failure.c,556,556,Unchecked Return Value
memory_allocation_failure.c,560,560,Unchecked Return Value
memory_allocation_failure.c,565,565,Unchecked Return Value
memory_allocation_failure.c,642,642,Unchecked Return Value
memory_allocation_failure.c,697,697,Unchecked Return Value
memory_allocation_failure.c,698,698,Unchecked Return Value
memory_leak.c,46,46,Unchecked Return Value
memory_leak.c,94,94,Unchecked Return Value
memory_leak.c,346,346,Unchecked Return Value
memory_leak.c,349,349,Unchecked Return Value
memory_leak.c,417,417,Unchecked Return Value
memory_leak.c,445,445,Unchecked Return Value
memory_leak.c,449,449,Unchecked Return Value
memory_leak.c,501,501,Unchecked Return Value
memory_leak.c,504,504,Unchecked Return Value
null_pointer.c,231,231,Unchecked Return Value
null_pointer.c,260,260,Unchecked Return Value
null_pointer.c,264,264,Unchecked Return Value
null_pointer.c,318,318,Unchecked Return Value
null_pointer.c,321,321,Unchecked Return Value
uninit_memory_access.c,220,220,Unchecked Return Value
uninit_memory_access.c,224,224,Unchecked Return Value
uninit_memory_access.c,362,362,Unchecked Return Value
uninit_memory_access.c,391,391,Unchecked Return Value
uninit_memory_access.c,397,397,Unchecked Return Value
uninit_memory_access.c,403,403,Unchecked Return Value
uninit_pointer.c,268,268,Unchecked Return Value
wrong_arguments_func_pointer.c,349,349,Unchecked Return Value
wrong_arguments_func_pointer.c,448,448,Unchecked Return Value
wrong_arguments_func_pointer.c,451,451,Unchecked Return Value
wrong_arguments_func_pointer.c,592,592,Unchecked Return Value
zero_division.c,235,235,Unchecked Return Value
buffer_overrun_dynamic.c,142,142,Unchecked Return Value
buffer_overrun_dynamic.c,165,165,Unchecked Return Value
buffer_overrun_dynamic.c,166,166,Unchecked Return Value
buffer_overrun_dynamic.c,167,167,Unchecked Return Value
buffer_overrun_dynamic.c,168,168,Unchecked Return Value
buffer_overrun_dynamic.c,169,169,Unchecked Return Value
buffer_overrun_dynamic.c,507,507,Unchecked Return Value
buffer_overrun_dynamic.c,508,508,Unchecked Return Value
buffer_overrun_dynamic.c,547,547,Unchecked Return Value
buffer_underrun_dynamic.c,145,145,Unchecked Return Value
buffer_underrun_dynamic.c,169,169,Unchecked Return Value
buffer_underrun_dynamic.c,170,170,Unchecked Return Value
buffer_underrun_dynamic.c,171,171,Unchecked Return Value
buffer_underrun_dynamic.c,172,172,Unchecked Return Value
buffer_underrun_dynamic.c,173,173,Unchecked Return Value
buffer_underrun_dynamic.c,511,511,Unchecked Return Value
buffer_underrun_dynamic.c,512,512,Unchecked Return Value
buffer_underrun_dynamic.c,547,547,Unchecked Return Value
buffer_underrun_dynamic.c,666,666,Unchecked Return Value
double_free.c,19,19,Unchecked Return Value
double_free.c,32,32,Unchecked Return Value
double_free.c,53,53,Unchecked Return Value
double_free.c,74,74,Unchecked Return Value
double_free.c,111,111,Unchecked Return Value
double_free.c,125,125,Unchecked Return Value
double_free.c,160,160,Unchecked Return Value
double_free.c,179,179,Unchecked Return Value
double_free.c,198,198,Unchecked Return Value
double_free.c,217,217,Unchecked Return Value
free_nondynamically_allocated_memory.c,72,72,Unchecked Return Value
free_nondynamically_allocated_memory.c,206,206,Unchecked Return Value
free_null_pointer.c,69,69,Unchecked Return Value
free_null_pointer.c,138,138,Unchecked Return Value
invalid_memory_access.c,168,168,Unchecked Return Value
invalid_memory_access.c,170,170,Unchecked Return Value
invalid_memory_access.c,171,171,Unchecked Return Value
invalid_memory_access.c,172,172,Unchecked Return Value
invalid_memory_access.c,197,197,Unchecked Return Value
invalid_memory_access.c,280,280,Unchecked Return Value
memory_allocation_failure.c,705,705,Unchecked Return Value
memory_allocation_failure.c,706,706,Unchecked Return Value
memory_leak.c,42,42,Unchecked Return Value
memory_leak.c,64,64,Unchecked Return Value
memory_leak.c,212,212,Unchecked Return Value
memory_leak.c,228,228,Unchecked Return Value
memory_leak.c,244,244,Unchecked Return Value
memory_leak.c,245,245,Unchecked Return Value
memory_leak.c,307,307,Unchecked Return Value
memory_leak.c,308,308,Unchecked Return Value
memory_leak.c,348,348,Unchecked Return Value
memory_leak.c,392,392,Unchecked Return Value
pow_related_errors.c,151,151,Unchecked Return Value
pow_related_errors.c,152,152,Unchecked Return Value
race_condition.c,90,90,Unchecked Return Value
uninit_memory_access.c,125,125,Unchecked Return Value
uninit_memory_access.c,192,192,Unchecked Return Value
uninit_pointer.c,264,264,Unchecked Return Value
uninit_pointer.c,393,393,Unchecked Return Value
wrong_arguments_func_pointer.c,221,221,Unchecked Return Value
wrong_arguments_func_pointer.c,371,371,Unchecked Return Value
bit_shift.c,120,120,Use of Insufficiently Random Values
buffer_underrun_dynamic.c,249,249,Use of Insufficiently Random Values
conflicting_cond.c,23,23,Use of Insufficiently Random Values
conflicting_cond.c,42,42,Use of Insufficiently Random Values
conflicting_cond.c,61,61,Use of Insufficiently Random Values
conflicting_cond.c,80,80,Use of Insufficiently Random Values
conflicting_cond.c,102,102,Use of Insufficiently Random Values
conflicting_cond.c,136,136,Use of Insufficiently Random Values
conflicting_cond.c,156,156,Use of Insufficiently Random Values
conflicting_cond.c,176,176,Use of Insufficiently Random Values
conflicting_cond.c,197,197,Use of Insufficiently Random Values
data_lost.c,157,157,Use of Insufficiently Random Values
data_overflow.c,204,204,Use of Insufficiently Random Values
double_free.c,81,81,Use of Insufficiently Random Values
double_free.c,86,86,Use of Insufficiently Random Values
double_release.c,54,54,Use of Insufficiently Random Values
double_release.c,105,105,Use of Insufficiently Random Values
double_release.c,151,151,Use of Insufficiently Random Values
double_release.c,196,196,Use of Insufficiently Random Values
double_release.c,245,245,Use of Insufficiently Random Values
double_release.c,281,281,Use of Insufficiently Random Values
double_release.c,292,292,Use of Insufficiently Random Values
free_null_pointer.c,392,392,Use of Insufficiently Random Values
func_pointer.c,330,330,Use of Insufficiently Random Values
insign_code.c,22,22,Use of Insufficiently Random Values
memory_allocation_failure.c,150,150,Use of Insufficiently Random Values
memory_leak.c,197,197,Use of Insufficiently Random Values
not_return.c,29,29,Use of Insufficiently Random Values
not_return.c,55,55,Use of Insufficiently Random Values
not_return.c,55,55,Use of Insufficiently Random Values
not_return.c,81,81,Use of Insufficiently Random Values
not_return.c,104,104,Use of Insufficiently Random Values
null_pointer.c,104,104,Use of Insufficiently Random Values
overrun_st.c,181,181,Use of Insufficiently Random Values
overrun_st.c,442,442,Use of Insufficiently Random Values
redundant_cond.c,25,25,Use of Insufficiently Random Values
redundant_cond.c,44,44,Use of Insufficiently Random Values
redundant_cond.c,63,63,Use of Insufficiently Random Values
redundant_cond.c,82,82,Use of Insufficiently Random Values
redundant_cond.c,101,101,Use of Insufficiently Random Values
redundant_cond.c,120,120,Use of Insufficiently Random Values
redundant_cond.c,142,142,Use of Insufficiently Random Values
redundant_cond.c,176,176,Use of Insufficiently Random Values
redundant_cond.c,196,196,Use of Insufficiently Random Values
redundant_cond.c,216,216,Use of Insufficiently Random Values
redundant_cond.c,236,236,Use of Insufficiently Random Values
redundant_cond.c,256,256,Use of Insufficiently Random Values
redundant_cond.c,276,276,Use of Insufficiently Random Values
sign_conv.c,165,165,Use of Insufficiently Random Values
sleep_lock.c,70,70,Use of Insufficiently Random Values
sleep_lock.c,148,148,Use of Insufficiently Random Values
sleep_lock.c,202,202,Use of Insufficiently Random Values
uninit_memory_access.c,385,385,Use of Insufficiently Random Values
zero_division.c,153,153,Use of Insufficiently Random Values
buffer_overrun_dynamic.c,142,142,Use of Sizeof On a Pointer Type
buffer_overrun_dynamic.c,547,547,Use of Sizeof On a Pointer Type
buffer_underrun_dynamic.c,145,145,Use of Sizeof On a Pointer Type
buffer_underrun_dynamic.c,547,547,Use of Sizeof On a Pointer Type
buffer_underrun_dynamic.c,666,666,Use of Sizeof On a Pointer Type
buffer_underrun_dynamic.c,715,715,Use of Sizeof On a Pointer Type
free_null_pointer.c,69,69,Use of Sizeof On a Pointer Type
free_null_pointer.c,173,173,Use of Sizeof On a Pointer Type
free_null_pointer.c,259,259,Use of Sizeof On a Pointer Type
free_null_pointer.c,306,306,Use of Sizeof On a Pointer Type
func_pointer.c,147,147,Use of Sizeof On a Pointer Type
func_pointer.c,206,206,Use of Sizeof On a Pointer Type
invalid_memory_access.c,197,197,Use of Sizeof On a Pointer Type
invalid_memory_access.c,556,556,Use of Sizeof On a Pointer Type
memory_allocation_failure.c,72,72,Use of Sizeof On a Pointer Type
memory_allocation_failure.c,179,179,Use of Sizeof On a Pointer Type
memory_allocation_failure.c,482,482,Use of Sizeof On a Pointer Type
memory_allocation_failure.c,560,560,Use of Sizeof On a Pointer Type
memory_leak.c,42,42,Use of Sizeof On a Pointer Type
memory_leak.c,445,445,Use of Sizeof On a Pointer Type
memory_leak.c,501,501,Use of Sizeof On a Pointer Type
null_pointer.c,260,260,Use of Sizeof On a Pointer Type
null_pointer.c,318,318,Use of Sizeof On a Pointer Type
uninit_memory_access.c,220,220,Use of Sizeof On a Pointer Type
uninit_pointer.c,215,215,Use of Sizeof On a Pointer Type
uninit_pointer.c,264,264,Use of Sizeof On a Pointer Type
uninit_pointer.c,380,380,Use of Sizeof On a Pointer Type
wrong_arguments_func_pointer.c,448,448,Use of Sizeof On a Pointer Type
buffer_overrun_dynamic.c,248,248,Unchecked Array Index
buffer_overrun_dynamic.c,350,350,Unchecked Array Index
buffer_overrun_dynamic.c,369,369,Unchecked Array Index
buffer_underrun_dynamic.c,355,355,Unchecked Array Index
buffer_underrun_dynamic.c,374,374,Unchecked Array Index
buffer_underrun_dynamic.c,674,674,Unchecked Array Index
buffer_underrun_dynamic.c,674,674,Unchecked Array Index
buffer_underrun_dynamic.c,679,679,Unchecked Array Index
buffer_underrun_dynamic.c,751,751,Unchecked Array Index
buffer_underrun_dynamic.c,752,752,Unchecked Array Index
deletion_of_data_structure_sentinel.c,61,61,Unchecked Array Index
overrun_st.c,169,169,Unchecked Array Index
overrun_st.c,182,182,Unchecked Array Index
overrun_st.c,233,233,Unchecked Array Index
overrun_st.c,264,264,Unchecked Array Index
overrun_st.c,280,280,Unchecked Array Index
underrun_st.c,42,42,Unchecked Array Index
buffer_underrun_dynamic.c,751,751,Unchecked Array Index
buffer_underrun_dynamic.c,778,778,Use of Obsolete Functions
func_pointer.c,560,560,Use of Obsolete Functions
func_pointer.c,601,601,Use of Obsolete Functions
function_return_value_unchecked.c,190,190,Use of Obsolete Functions
invalid_memory_access.c,126,126,Use of Obsolete Functions
sleep_lock.c,104,104,Use of Obsolete Functions
uninit_memory_access.c,146,146,Use of Obsolete Functions
wrong_arguments_func_pointer.c,242,242,Use of Obsolete Functions
wrong_arguments_func_pointer.c,271,271,Use of Obsolete Functions
wrong_arguments_func_pointer.c,324,324,Use of Obsolete Functions
wrong_arguments_func_pointer.c,332,332,Use of Obsolete Functions
