File,LineStart,LineEnd,Error
free_null_pointer.c,531,531,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,532,532,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,544,544,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,545,545,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,546,546,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,370,370,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,376,376,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,382,382,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,419,419,cpp%2Fdc%2FDerefOfMaybeNull
free_null_pointer.c,109,109,cpp%2Fdc%2FNullPtrPassFromMaybeNull
free_null_pointer.c,241,241,cpp%2Fdc%2FNullPtrPassFromMaybeNull
free_null_pointer.c,544,544,cpp%2Fdc%2FCDoubleFree
free_null_pointer.c,545,545,cpp%2Fdc%2FCDoubleFree
free_null_pointer.c,546,546,cpp%2Fdc%2FCDoubleFree
free_null_pointer.c,550,550,cpp%2Fdc%2FCDoubleFree
func_pointer.c,437,437,cpp%2Fdc%2FCastAddressToTooSmallType
func_pointer.c,342,342,cpp%2Fdc%2FCastIntegerToAddress
func_pointer.c,413,413,cpp%2Fdc%2FCppConstantBinaryExpression
func_pointer.c,531,531,cpp%2Fdc%2FCppDeadCode
func_pointer.c,338,338,cpp%2Fdc%2FDerefOfMaybeNull
func_pointer.c,438,438,cpp%2Fdc%2FNullPtrPassFromMaybeNull
func_pointer.c,601,601,cpp%2Fdc%2FNullPtrPassFromMaybeNull
function_return_value_unchecked.c,282,282,cpp%2Fdc%2FCppSameEvalBinaryExpressionfalse
function_return_value_unchecked.c,287,287,cpp%2Fdc%2FCppSameEvalBinaryExpressionfalse
improper_termination_of_block.c,22,22,cpp%2Fdc%2FCppSameEvalBinaryExpressiontrue
improper_termination_of_block.c,38,38,cpp%2Fdc%2FCppSameEvalBinaryExpressiontrue
invalid_memory_access.c,568,568,cpp%2Fdc%2FBufferOverflowUnsafeFunction
invalid_memory_access.c,476,476,cpp%2Fdc%2FCppDeadCode
invalid_memory_access.c,33,33,cpp%2Fdc%2FCppSameEvalBinaryExpressiontrue
invalid_memory_access.c,371,371,cpp%2Fdc%2FDerefOfMaybeNull
invalid_memory_access.c,432,432,cpp%2Fdc%2FDerefOfMaybeNull
invalid_memory_access.c,188,188,cpp%2Fdc%2FUseAfterFree
invalid_memory_access.c,622,622,cpp%2Fdc%2FUseAfterFree
lock_never_unlock.c,175,175,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,176,176,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,244,244,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,245,245,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,348,348,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,349,349,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,421,421,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,422,422,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,501,501,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,502,502,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,574,574,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,575,575,cpp%2Fdc%2FCastIntegerToAddress
lock_never_unlock.c,40,40,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,93,93,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,147,147,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,161,161,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,207,207,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,263,263,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,304,304,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,398,398,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,451,451,cpp%2Fdc%2FPthreadDoubleLock
lock_never_unlock.c,551,551,cpp%2Fdc%2FPthreadDoubleLock
memory_allocation_failure.c,532,532,cpp%2Fdc%2FCastAddressToTooSmallType
memory_allocation_failure.c,442,442,cpp%2Fdc%2FCppSameEvalBinaryExpressiontrue
memory_allocation_failure.c,554,554,cpp%2Fdc%2FCppSameEvalBinaryExpressiontrue
memory_allocation_failure.c,330,330,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,333,333,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,334,334,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,336,336,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,338,338,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,344,344,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,386,386,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,387,387,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,387,387,cpp%2Fdc%2FDerefOfMaybeNull
memory_allocation_failure.c,42,42,cpp%2Fdc%2FCMemoryLeak
memory_allocation_failure.c,258,258,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,308,308,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,348,348,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,392,392,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,467,481,cpp%2Fdc%2FCppDeadCode
memory_leak.c,311,311,cpp%2Fdc%2FDerefOfMaybeNull
memory_leak.c,349,349,cpp%2Fdc%2FDerefOfMaybeNull
memory_leak.c,73,73,cpp%2Fdc%2FNullPtrPassFromMaybeNull
memory_leak.c,424,424,cpp%2Fdc%2FNullPtrPassFromMaybeNull
memory_leak.c,25,25,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,212,212,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,228,228,cpp%2Fdc%2FCMemoryLeak
memory_leak.c,245,245,cpp%2Fdc%2FCMemoryLeak
null_pointer.c,282,297,cpp%2Fdc%2FCppDeadCode
null_pointer.c,238,238,cpp%2Fdc%2FNullPtrPassFromMaybeNull
pow_related_errors.c,154,154,cpp%2Fdc%2FDerefOfMaybeNull
pow_related_errors.c,155,155,cpp%2Fdc%2FDerefOfMaybeNull
pow_related_errors.c,157,157,cpp%2Fdc%2FDerefOfMaybeNull
pow_related_errors.c,158,158,cpp%2Fdc%2FDerefOfMaybeNull
pow_related_errors.c,158,158,cpp%2Fdc%2FDerefOfMaybeNull
race_condition.c,337,337,cpp%2Fdc%2FCastIntegerToAddress
race_condition.c,338,338,cpp%2Fdc%2FCastIntegerToAddress
race_condition.c,408,408,cpp%2Fdc%2FCastIntegerToAddress
race_condition.c,409,409,cpp%2Fdc%2FCastIntegerToAddress
race_condition.c,91,91,cpp%2Fdc%2FNullPtrPassFromMaybeNull
sleep_lock.c,53,53,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,59,59,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,60,60,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,60,60,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,61,61,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,72,72,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,102,102,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,113,113,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,131,131,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,137,137,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,138,138,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,138,138,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,139,139,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,150,150,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,185,185,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,191,191,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,192,192,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,192,192,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,193,193,cpp%2Fdc%2FCastIntegerToAddress
sleep_lock.c,204,204,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,177,177,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,179,179,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,265,265,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,266,266,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,353,353,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,354,354,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,523,523,cpp%2Fdc%2FCastIntegerToAddress
st_cross_thread_access.c,524,524,cpp%2Fdc%2FCastIntegerToAddress
uninit_memory_access.c,54,54,cpp%2Fdc%2FBufferOverflowUnsafeFunction
uninit_memory_access.c,192,192,cpp%2Fdc%2FCMemoryLeak
uninit_memory_access.c,434,434,cpp%2Fdc%2FCastAddressToTooSmallType
uninit_memory_access.c,408,408,cpp%2Fdc%2FCastIntegerToAddress
uninit_memory_access.c,200,200,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,200,200,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,363,363,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,364,364,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,367,367,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,392,392,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,398,398,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,404,404,cpp%2Fdc%2FDerefOfMaybeNull
uninit_memory_access.c,435,435,cpp%2Fdc%2FNullPtrPassFromMaybeNull
uninit_memory_access.c,369,369,cpp%2Fdc%2FNullPtrPassFromMaybeNull
uninit_pointer.c,406,406,cpp%2Fdc%2FNullPtrPassFromMaybeNull
unlock_without_lock.c,123,123,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,124,124,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,214,214,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,215,215,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,298,298,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,299,299,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,417,417,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,418,418,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,489,489,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,490,490,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,561,561,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,562,562,cpp%2Fdc%2FCastIntegerToAddress
unlock_without_lock.c,163,163,cpp%2Fdc%2FPthreadDoubleLock
unlock_without_lock.c,196,196,cpp%2Fdc%2FPthreadDoubleLock
unlock_without_lock.c,44,44,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,110,110,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,174,174,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,202,202,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,281,281,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,325,325,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,374,374,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,472,472,cpp%2Fdc%2FPthreadDoubleUnlock
unlock_without_lock.c,544,544,cpp%2Fdc%2FPthreadDoubleUnlock
unused_var.c,116,116,cpp%2Fdc%2FCppSameEvalBinaryExpressiontrue
wrong_arguments_func_pointer.c,214,214,cpp%2Fdc%2FBufferOverflowUnsafeFunction
wrong_arguments_func_pointer.c,439,439,cpp%2Fdc%2FBufferOverflowUnsafeFunction
wrong_arguments_func_pointer.c,478,478,cpp%2Fdc%2FBufferOverflowUnsafeFunction
wrong_arguments_func_pointer.c,213,213,cpp%2Fdc%2FBufferOverflowUnsafeFunction
wrong_arguments_func_pointer.c,522,522,cpp%2Fdc%2FCppDeadCode
wrong_arguments_func_pointer.c,593,593,cpp%2Fdc%2FNullPtrPassFromMaybeNull
wrong_arguments_func_pointer.c,382,382,cpp%2Fdc%2FNullptrPass
zero_division.c,23,23,cpp%2Fdc%2FDivisionByZero
zero_division.c,118,118,cpp%2Fdc%2FDivisionByZero
zero_division.c,141,141,cpp%2Fdc%2FDivisionByZero
zero_division.c,195,195,cpp%2Fdc%2FDivisionByZero
zero_division.c,206,206,cpp%2Fdc%2FDivisionByZero
zero_division.c,225,225,cpp%2Fdc%2FDivisionByZero
zero_division.c,47,47,cpp%2Fdc%2FDivisionByZero
